legacy_symbol	root_object	bucket	member	accessor	owner_source	notes
stack_base_ptr	PgCarrier	stack_base_ptr	stack_base_ptr	PgCurrentStackBasePtrRef	src/backend/utils/misc/backend_runtime_utility.c	carrier-local stack-depth reference pointer; backend pthread stack sizing in pg_thread_create must leave enough room for max_stack_depth to error before platform stack exhaustion
auto_explain_log_min_duration	PgSession	extension_modules	auto_explain_log_min_duration	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing integer
auto_explain_log_parameter_max_length	PgSession	extension_modules	auto_explain_log_parameter_max_length	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing integer
auto_explain_log_analyze	PgSession	extension_modules	auto_explain_log_analyze	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_verbose	PgSession	extension_modules	auto_explain_log_verbose	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_buffers	PgSession	extension_modules	auto_explain_log_buffers	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_io	PgSession	extension_modules	auto_explain_log_io	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_wal	PgSession	extension_modules	auto_explain_log_wal	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_triggers	PgSession	extension_modules	auto_explain_log_triggers	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_timing	PgSession	extension_modules	auto_explain_log_timing	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_settings	PgSession	extension_modules	auto_explain_log_settings	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_log_format	PgSession	extension_modules	auto_explain_log_format	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing enum
auto_explain_log_level	PgSession	extension_modules	auto_explain_log_level	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing enum
auto_explain_log_nested_statements	PgSession	extension_modules	auto_explain_log_nested_statements	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing bool
auto_explain_sample_rate	PgSession	extension_modules	auto_explain_sample_rate	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing double
auto_explain_log_extension_options	PgSession	extension_modules	auto_explain_log_extension_options	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain custom GUC backing string
extension_options	PgSession	extension_modules	auto_explain_extension_options	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	auto_explain parsed custom GUC extra pointer
nesting_level	PgExecution	extension	auto_explain_nesting_level	PgCurrentExecutionExtensionState	src/include/utils/backend_runtime.h	auto_explain executor nesting depth
current_query_sampled	PgExecution	extension	auto_explain_current_query_sampled	PgCurrentExecutionExtensionState	src/include/utils/backend_runtime.h	auto_explain top-level query sampling flag
debug_handler	PgExecution	extension	pgcrypto_debug_handler	PgCurrentPgcryptoDebugHandlerRef	src/backend/utils/fmgr/backend_runtime_extension.c	pgcrypto PGP temporary debug callback
creating_extension	PgExecution	extension	creating	PgCurrentCreatingExtensionRef	src/backend/utils/fmgr/backend_runtime_extension.c	current extension-creation state for extension dependency tracking
current_extension_object	PgExecution	extension	current_object	PgCurrentExtensionObjectRef	src/backend/utils/fmgr/backend_runtime_extension.c	current extension object OID for extension dependency tracking
similarity_threshold	PgSession	extension_modules	pg_trgm_similarity_threshold	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_trgm custom GUC backing scalar
word_similarity_threshold	PgSession	extension_modules	pg_trgm_word_similarity_threshold	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_trgm custom GUC backing scalar
strict_word_similarity_threshold	PgSession	extension_modules	pg_trgm_strict_word_similarity_threshold	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_trgm custom GUC backing scalar
pg_plan_advice_advice	PgSession	extension_modules	pg_plan_advice_advice	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice custom GUC backing string
pg_plan_advice_always_store_advice_details	PgSession	extension_modules	pg_plan_advice_always_store_advice_details	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice custom GUC backing bool
pg_plan_advice_always_explain_supplied_advice	PgSession	extension_modules	pg_plan_advice_always_explain_supplied_advice	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice custom GUC backing bool
pg_plan_advice_feedback_warnings	PgSession	extension_modules	pg_plan_advice_feedback_warnings	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice custom GUC backing bool
pg_plan_advice_trace_mask	PgSession	extension_modules	pg_plan_advice_trace_mask	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice custom GUC backing bool
pgpa_planner_generate_advice	PgSession	extension_modules	pg_plan_advice_generate_advice	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_plan_advice request counter
pgpa_memory_context	PgRuntime	extension_modules	pg_plan_advice_context	PgCurrentPgPlanAdviceContextRef	src/backend/utils/fmgr/backend_runtime_extension.c	pg_plan_advice runtime-wide advisor memory context
advisor_hook_list	PgRuntime	extension_modules	pg_plan_advice_advisor_hook_list	PgCurrentPgPlanAdviceAdvisorHookListRef	src/backend/utils/fmgr/backend_runtime_extension.c	pg_plan_advice runtime-wide advisor hook list
bloom relation option context	PgRuntime	extension_modules	bloom_context	PgCurrentBloomContextRef	src/backend/utils/fmgr/backend_runtime_extension.c	bloom runtime-wide relation-option name allocation context
rendezvousHash	PgRuntime	extension_modules	rendezvous_hash	PgCurrentRendezvousHashRef	src/backend/utils/fmgr/backend_runtime_extension.c	runtime-owned dynamic-library rendezvous-variable hash allocated in PgRuntime.extension_modules.memory_context so thread backend TopMemoryContext reclamation does not invalidate the registry
archive_directory	PgBackend	extension_modules	basic_archive_archive_directory	PgCurrentBasicArchiveDirectoryRef	src/include/utils/backend_runtime.h	basic_archive custom GUC backing string
apw_state	PgBackend	extension_modules	pg_prewarm_autoprewarm_state	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_prewarm autoprewarm borrowed shared-state attachment pointer
pg_stash_advice_stash_name	PgSession	extension_modules	pg_stash_advice_stash_name	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice custom GUC backing string
pgsa_state	PgBackend	extension_modules	pg_stash_advice_state	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice fixed shared-state attachment pointer
pgsa_dsa_area	PgBackend	extension_modules	pg_stash_advice_dsa_area	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice DSA mapping attachment
pgsa_stash_dshash	PgBackend	extension_modules	pg_stash_advice_stash_dshash	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice stash-name dshash attachment
pgsa_entry_dshash	PgBackend	extension_modules	pg_stash_advice_entry_dshash	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice stash-entry dshash attachment
pg_stash_advice_mcxt	PgBackend	extension_modules	pg_stash_advice_context	PgCurrentBackendExtensionModuleState	src/include/utils/backend_runtime.h	pg_stash_advice backend-local attachment memory context
sepgsql session context	PgSession	extension_modules	sepgsql_context	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql session-owned client label allocation context
sepgsql AVC context	PgSession	extension_modules	sepgsql_avc_context	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql session-owned userspace access-vector-cache allocation context
client_label_peer	PgSession	extension_modules	sepgsql_client_label_peer	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql peer client label
client_label_pending	PgSession	extension_modules	sepgsql_client_label_pending	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql transaction-pending client label list
client_label_committed	PgSession	extension_modules	sepgsql_client_label_committed	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql committed client label
client_label_func	PgSession	extension_modules	sepgsql_client_label_func	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql trusted-procedure client label override
avc_slots	PgSession	extension_modules	sepgsql_avc_slots	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql userspace AVC hash buckets
avc_num_caches	PgSession	extension_modules	sepgsql_avc_num_caches	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql userspace AVC entry count
avc_lru_hint	PgSession	extension_modules	sepgsql_avc_lru_hint	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql userspace AVC reclaim pointer
avc_threshold	PgSession	extension_modules	sepgsql_avc_threshold	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql userspace AVC reclaim threshold
avc_unlabeled	PgSession	extension_modules	sepgsql_avc_unlabeled	PgCurrentSessionExtensionModuleState	src/include/utils/backend_runtime.h	sepgsql cached unlabeled SELinux label
pgcrypto DES state	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES crypt generated lookup tables and per-session key/salt/output cache
inv_key_perm	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES inverted key permutation table
u_key_perm	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES key permutation table
inv_comp_perm	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES inverted compression permutation table
u_sbox	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES generated S-box table
un_pbox	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES inverted P-box table
saltbits	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES current salt cache bits
old_salt	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES previous salt cache key
bits28	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES 28-bit mask pointer
bits24	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES 24-bit mask pointer
init_perm	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES initial permutation table
final_perm	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES final permutation table
en_keysl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES encryption key schedule left halves
en_keysr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES encryption key schedule right halves
de_keysl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES decryption key schedule left halves
de_keysr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES decryption key schedule right halves
des_initialised	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES generated table initialization flag
m_sbox	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES merged S-box table
psbox	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES P-box output masks
ip_maskl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES initial permutation left masks
ip_maskr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES initial permutation right masks
fp_maskl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES final permutation left masks
fp_maskr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES final permutation right masks
key_perm_maskl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES key permutation left masks
key_perm_maskr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES key permutation right masks
comp_maskl	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES compression left masks
comp_maskr	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES compression right masks
old_rawkey0	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES previous raw key high word
old_rawkey1	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES previous raw key low word
crypt DES output	PgSession	extension_modules	pgcrypto_des	pgcrypto_des_state_current	contrib/pgcrypto/crypt-des.c	pgcrypto DES fixed output buffer returned by px_crypt_des
PLy_procedure_cache	PgSession	extension_modules	plpython_procedure_cache	PgCurrentPLpythonProcedureCacheRef	src/include/utils/backend_runtime.h	PL/Python procedure cache hash
PL/Python session context	PgSession	extension_modules	plpython_memory_context	PgCurrentPLpythonMemoryContextRef	src/include/utils/backend_runtime.h	PL/Python session-owned parent context for procedure, SPI plan, cursor, and inline block contexts
plperl_inited	PgSession	extension_modules	plperl_inited	PgCurrentPLperlInitedRef	src/include/utils/backend_runtime.h	PL/Perl per-session module initialization flag
PL/Perl session context	PgSession	extension_modules	plperl_memory_context	PgCurrentPLperlMemoryContextRef	src/include/utils/backend_runtime.h	PL/Perl session-owned parent context for procedure descriptor and SPI plan contexts
plperl_interp_hash	PgSession	extension_modules	plperl_interp_hash	PgCurrentPLperlInterpHashRef	src/include/utils/backend_runtime.h	PL/Perl session interpreter hash
plperl_proc_hash	PgSession	extension_modules	plperl_proc_hash	PgCurrentPLperlProcHashRef	src/include/utils/backend_runtime.h	PL/Perl procedure descriptor hash
plperl_active_interp	PgSession	extension_modules	plperl_active_interp	PgCurrentPLperlActiveInterpRef	src/include/utils/backend_runtime.h	PL/Perl active interpreter pointer
plperl_held_interp	PgSession	extension_modules	plperl_held_interp	PgCurrentPLperlHeldInterpRef	src/include/utils/backend_runtime.h	PL/Perl held interpreter pointer
plperl_use_strict	PgSession	extension_modules	plperl_use_strict	PgCurrentPLperlUseStrictRef	src/include/utils/backend_runtime.h	PL/Perl custom GUC backing bool
plperl_on_init	PgSession	extension_modules	plperl_on_init	PgCurrentPLperlOnInitRef	src/include/utils/backend_runtime.h	PL/Perl custom GUC backing string
plperl_on_plperl_init	PgSession	extension_modules	plperl_on_plperl_init	PgCurrentPLperlOnPLperlInitRef	src/include/utils/backend_runtime.h	PL/Perl trusted interpreter init custom GUC backing string
plperl_on_plperlu_init	PgSession	extension_modules	plperl_on_plperlu_init	PgCurrentPLperlOnPLperluInitRef	src/include/utils/backend_runtime.h	PL/Perl untrusted interpreter init custom GUC backing string
plperl_ending	PgSession	extension_modules	plperl_ending	PgCurrentPLperlEndingRef	src/include/utils/backend_runtime.h	PL/Perl per-session shutdown flag
current_call_data	PgSession	extension_modules	plperl_current_call_data	PgCurrentPLperlCurrentCallDataRef	src/include/utils/backend_runtime.h	PL/Perl current call data pointer
plperl_reset_registered	PgSession	extension_modules	plperl_reset_registered	PgCurrentPLperlResetRegisteredRef	src/include/utils/backend_runtime.h	PL/Perl per-session reset callback registration flag
PL/Tcl session context	PgSession	extension_modules	pltcl_memory_context	PgCurrentPLTclMemoryContextRef	src/include/utils/backend_runtime.h	PL/Tcl session-owned parent context for procedure descriptor and SPI plan contexts
pltcl_start_proc	PgSession	extension_modules	pltcl_start_proc	PgCurrentPLTclStartProcRef	src/include/utils/backend_runtime.h	PL/Tcl trusted start-procedure custom GUC backing string
pltclu_start_proc	PgSession	extension_modules	pltclu_start_proc	PgCurrentPLTclUStartProcRef	src/include/utils/backend_runtime.h	PL/Tcl untrusted start-procedure custom GUC backing string
pltcl_hold_interp	PgSession	extension_modules	pltcl_hold_interp	PgCurrentPLTclHoldInterpRef	src/include/utils/backend_runtime.h	PL/Tcl session dummy hold interpreter pointer
pltcl_interp_htab	PgSession	extension_modules	pltcl_interp_hash	PgCurrentPLTclInterpHashRef	src/include/utils/backend_runtime.h	PL/Tcl session interpreter hash
pltcl_proc_htab	PgSession	extension_modules	pltcl_proc_hash	PgCurrentPLTclProcHashRef	src/include/utils/backend_runtime.h	PL/Tcl procedure descriptor hash
pltcl_current_call_state	PgSession	extension_modules	pltcl_current_call_state	PgCurrentPLTclCurrentCallStateRef	src/include/utils/backend_runtime.h	PL/Tcl current call-state pointer
PL/Sample session context	PgSession	extension_modules	plsample_memory_context	PgCurrentPLsampleMemoryContextRef	src/include/utils/backend_runtime.h	PL/Sample session-owned parent context for function and procedure call contexts
FPlans	PgSession	extension_modules	refint_foreign_plans	refint_session_state	contrib/spi/refint.c	refint cached foreign-key SPI plan array
nFPlans	PgSession	extension_modules	refint_num_foreign_plans	refint_session_state	contrib/spi/refint.c	refint cached foreign-key SPI plan count
PPlans	PgSession	extension_modules	refint_primary_plans	refint_session_state	contrib/spi/refint.c	refint cached primary-key SPI plan array
nPPlans	PgSession	extension_modules	refint_num_primary_plans	refint_session_state	contrib/spi/refint.c	refint cached primary-key SPI plan count
auth_delay_milliseconds	PgSession	extension_modules	auth_delay_milliseconds	auth_delay_session_state	contrib/auth_delay/auth_delay.c	auth_delay custom GUC backing integer
shell_command	PgSession	extension_modules	basebackup_to_shell_command	basebackup_to_shell_session_state	contrib/basebackup_to_shell/basebackup_to_shell.c	basebackup_to_shell command custom GUC backing string
shell_required_role	PgSession	extension_modules	basebackup_to_shell_required_role	basebackup_to_shell_session_state	contrib/basebackup_to_shell/basebackup_to_shell.c	basebackup_to_shell required-role custom GUC backing string
g_weak	PgSession	extension_modules	isn_weak	isn_session_state	contrib/isn/isn.c	isn weak-mode custom GUC backing bool
min_password_length	PgSession	extension_modules	passwordcheck_min_password_length	passwordcheck_session_state	contrib/passwordcheck/passwordcheck.c	passwordcheck minimum-length custom GUC backing integer
dblink session context	PgSession	extension_modules	dblink_context	dblink_session_state	contrib/dblink/dblink.c	dblink session-owned parent context for persistent connection state
pconn	PgSession	extension_modules	dblink_persistent_connection	dblink_session_state	contrib/dblink/dblink.c	dblink unnamed persistent connection
remoteConnHash	PgSession	extension_modules	dblink_remote_conn_hash	dblink_session_state	contrib/dblink/dblink.c	dblink named persistent connection hash
postgres_fdw options context	PgSession	extension_modules	postgres_fdw_options_context	postgres_fdw_session_state	contrib/postgres_fdw/option.c	postgres_fdw session-owned parent context for option table
postgres_fdw_options	PgSession	extension_modules	postgres_fdw_options	postgres_fdw_session_state	contrib/postgres_fdw/option.c	postgres_fdw valid option table
pgfdw_application_name	PgSession	extension_modules	postgres_fdw_application_name	postgres_fdw_session_state	contrib/postgres_fdw/postgres_fdw.h	postgres_fdw custom GUC backing string
ConnectionHash	PgSession	extension_modules	postgres_fdw_connection_hash	postgres_fdw_session_state	contrib/postgres_fdw/connection.c	postgres_fdw connection cache hash
ShippableCacheHash	PgSession	extension_modules	postgres_fdw_shippable_cache_hash	postgres_fdw_session_state	contrib/postgres_fdw/shippable.c	postgres_fdw shippability cache hash
cursor_number	PgSession	extension_modules	postgres_fdw_cursor_number	postgres_fdw_session_state	contrib/postgres_fdw/connection.c	postgres_fdw cursor counter
prep_stmt_number	PgSession	extension_modules	postgres_fdw_prep_stmt_number	postgres_fdw_session_state	contrib/postgres_fdw/connection.c	postgres_fdw prepared-statement counter
xact_got_connection	PgSession	extension_modules	postgres_fdw_xact_got_connection	postgres_fdw_session_state	contrib/postgres_fdw/connection.c	postgres_fdw transaction callback work flag
read_only_level	PgSession	extension_modules	postgres_fdw_read_only_level	postgres_fdw_session_state	contrib/postgres_fdw/connection.c	postgres_fdw read-only transaction nesting level
hpam_context	PgBackend	logical_replication	parallel_apply_message_context	PgCurrentLogicalReplicationState	src/backend/replication/logical/applyparallelworker.c	backend-owned scratch context for ProcessParallelApplyMessages interrupt handling
hpm_context	PgBackend	repack	message_context	PgCurrentRepackState	src/backend/commands/repack.c	backend-owned scratch context for ProcessRepackMessages interrupt handling
parallel_hpm_context	PgBackend	parallel	message_context	PgCurrentParallelMessageContextRef	src/backend/access/transam/parallel.c	backend-owned scratch context for ProcessParallelMessages interrupt handling; former local hpm_context
